2026-02-22 00:01:33 +00:00: [Opportunity] Outside market hours, skipping scan
2026-02-23 19:24:31 +00:00: [Opportunity] MU: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 19:24:39 +00:00: [Opportunity] OXY: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 19:24:44 +00:00: [Opportunity] CVNA: Score 80 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 19:24:50 +00:00: [Opportunity] SNDK: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:24:54 +00:00: [Opportunity] GOOGL: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:25:00 +00:00: [Opportunity] MRNA: Score 70 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 19:25:04 +00:00: [Opportunity] PANW: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:25:13 +00:00: [Opportunity] META: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 19:25:20 +00:00: [Opportunity] AAPL: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 19:25:27 +00:00: [Opportunity] AMD: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:25:37 +00:00: [Opportunity] VXX: Score 40 (WATCH) - bullish [etf_volatility]
2026-02-23 19:25:48 +00:00: [Opportunity] XLV: Score 30 (WATCH) - bearish [etf_sectors]
2026-02-23 19:25:48 +00:00: [Opportunity] Results: 13 HIGH_CONVICTION, 24 TRADEABLE, 9 WATCH
2026-02-23 19:25:48 +00:00: [OpportunityDB] Saved scan: 50 opportunities, scanId=2303
2026-02-23 19:25:48 +00:00: [Opportunity] Persistence: XLP:18(HC), PYPL:18(HC), XLF:18(HC), IBRX:22(HC), CVNA:18(HC), PLTR:22(HC), NVDA:25(HC), INTC:18(HC), MU:23(HC), XLI:18(HC), XLU:18(HC), OPEN:22(HC), MRNA:22(HC), ORCL:19(T), AMZN:22(T), MSFT:22(T), TSLA:21(T), SPY:21(T), QQQ:22(T), IWM:19(T), GLD:25(T), SLV:25(T), IBIT:18(T), SNDK:25(T), GOOGL:25(T), META:10(T), AAPL:24(T), AMD:20(T), VNDA:23(T), NFLX:16(T), XLC:18(T), T:14(T), F:18(T), OXY:22(T), PANW:18(T), UNG:9(T), ETHA:18(T)
2026-02-23 19:25:48 +00:00: [Opportunity] Alerts sent: 0 (47 unique today)
2026-02-23 19:25:48 +00:00: [Watchlist] Updated XLP (source: opportunity)
2026-02-23 19:25:48 +00:00: [Watchlist] Updated PYPL (source: opportunity)
2026-02-23 19:25:48 +00:00: [Watchlist] Updated XLF (source: opportunity)
2026-02-23 19:25:48 +00:00: [Watchlist] Updated IBRX (source: opportunity)
2026-02-23 19:25:48 +00:00: [Watchlist] Updated CVNA (source: opportunity)
2026-02-23 19:25:48 +00:00: [Watchlist] Updated PLTR (source: opportunity)
2026-02-23 19:25:48 +00:00: [Watchlist] Skipped NVDA — manual entry protected (attempted by opportunity)
2026-02-23 19:25:48 +00:00: [Watchlist] Updated INTC (source: opportunity)
2026-02-23 19:25:48 +00:00: [Watchlist] Updated MU (source: opportunity)
2026-02-23 19:25:48 +00:00: [Watchlist] Updated XLI (source: opportunity)
2026-02-23 19:25:48 +00:00: [Watchlist] Updated XLU (source: opportunity)
2026-02-23 19:25:48 +00:00: [Watchlist] Updated OPEN (source: opportunity)
2026-02-23 19:25:48 +00:00: [Watchlist] Updated MRNA (source: opportunity)
2026-02-23 19:25:48 +00:00: [Opportunity] Added 13 symbols to Bloodhound watchlist
2026-02-23 19:25:48 +00:00: [Opportunity] Scan complete in 254s. Next scan at 2026-02-23T19:26:33.955Z
2026-02-23 19:26:33 +00:00: 
2026-02-23 19:26:33 +00:00: [Opportunity] ===== SCAN #107 =====
2026-02-23 19:26:33 +00:00: [Opportunity] Time: 2026-02-23T19:26:33.956Z
2026-02-23 19:26:34 +00:00: [Opportunity] VIX: 21.19 (elevated) | SPY: 681.74 (neutral)
2026-02-23 19:26:37 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:44, volume:10, gainers:8, losers:8, nasdaq:2, extremes:2, etf_categories:21]
2026-02-23 19:26:37 +00:00: [Opportunity] Discovery: 50 symbols in 2.9s
2026-02-23 19:26:37 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 19:26:39 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [watchlist,volume_leader,gainer,loser]
2026-02-23 19:26:40 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:26:41 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 19:26:43 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 19:26:44 +00:00: [Opportunity] AMZN: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:26:45 +00:00: [Opportunity] MSFT: Score 65 (TRADEABLE) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 19:26:46 +00:00: [Opportunity] TSLA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:26:48 +00:00: [Opportunity] SPY: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 19:26:49 +00:00: [Opportunity] QQQ: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 19:26:50 +00:00: [Opportunity] IWM: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 19:26:51 +00:00: [Opportunity] NVDA: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,nasdaq_mover]
2026-02-23 19:26:52 +00:00: [Opportunity] BAC: Score 45 (WATCH) - bearish [volume_leader,gainer,loser]
2026-02-23 19:26:52 +00:00: [Opportunity] XLI: Score 70 (HIGH_CONVICTION) - bearish [watchlist,etf_sectors]
2026-02-23 19:26:54 +00:00: [Opportunity] XLC: Score 55 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 19:26:55 +00:00: [Opportunity] USO: Score 40 (WATCH) - bearish [watchlist,etf_commodities]
2026-02-23 19:26:56 +00:00: [Opportunity] UNG: Score 50 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 19:26:57 +00:00: [Opportunity] GLD: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 19:26:58 +00:00: [Opportunity] XLP: Score 90 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 19:26:59 +00:00: [Opportunity] UVXY: Score 45 (WATCH) - bearish [watchlist,etf_volatility]
2026-02-23 19:27:00 +00:00: [Opportunity] SLV: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 19:27:01 +00:00: [Opportunity] XLU: Score 70 (HIGH_CONVICTION) - bullish [watchlist,etf_sectors]
2026-02-23 19:27:02 +00:00: [Opportunity] ETHA: Score 50 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 19:27:03 +00:00: [Opportunity] XLK: Score 45 (WATCH) - bearish [watchlist,etf_sectors]
2026-02-23 19:27:04 +00:00: [Opportunity] XLF: Score 80 (HIGH_CONVICTION) - bearish [watchlist,etf_sectors]
2026-02-23 19:27:05 +00:00: [Opportunity] IBIT: Score 65 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 19:27:06 +00:00: [Opportunity] INTC: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader]
2026-02-23 19:27:06 +00:00: [Opportunity] IBRX: Score 80 (HIGH_CONVICTION) - neutral [watchlist,nasdaq_mover]
2026-02-23 19:27:07 +00:00: [Opportunity] EEM: Score 45 (WATCH) - bullish [watchlist,52wk_extreme]
2026-02-23 19:27:08 +00:00: [Opportunity] XLE: Score 45 (WATCH) - bullish [52wk_extreme,etf_sectors]
2026-02-23 19:27:09 +00:00: [Opportunity] T: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:27:10 +00:00: [Opportunity] VNDA: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:27:11 +00:00: [Opportunity] F: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:27:11 +00:00: [Opportunity] OPEN: Score 70 (HIGH_CONVICTION) - bearish [watchlist]
2026-02-23 19:27:12 +00:00: [Opportunity] SMCI: Score 45 (WATCH) - bearish [watchlist]
2026-02-23 19:27:13 +00:00: [Opportunity] MU: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 19:27:14 +00:00: [Opportunity] OXY: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 19:27:15 +00:00: [Opportunity] CVNA: Score 80 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 19:27:16 +00:00: [Opportunity] SNDK: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:27:17 +00:00: [Opportunity] GOOGL: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:27:17 +00:00: [Opportunity] MRNA: Score 70 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 19:27:18 +00:00: [Opportunity] PANW: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:27:19 +00:00: [Opportunity] META: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 19:27:20 +00:00: [Opportunity] AAPL: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 19:27:21 +00:00: [Opportunity] AMD: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:27:23 +00:00: [Opportunity] VXX: Score 40 (WATCH) - bullish [etf_volatility]
2026-02-23 19:27:25 +00:00: [Opportunity] XLV: Score 30 (WATCH) - bearish [etf_sectors]
2026-02-23 19:27:25 +00:00: [Opportunity] Results: 13 HIGH_CONVICTION, 24 TRADEABLE, 9 WATCH
2026-02-23 19:27:25 +00:00: [OpportunityDB] Saved scan: 50 opportunities, scanId=2304
2026-02-23 19:27:25 +00:00: [Opportunity] Persistence: XLP:19(HC), PYPL:19(HC), XLF:19(HC), IBRX:23(HC), CVNA:19(HC), PLTR:23(HC), NVDA:26(HC), INTC:19(HC), MU:24(HC), XLI:19(HC), XLU:19(HC), OPEN:23(HC), MRNA:23(HC), ORCL:20(T), AMZN:23(T), MSFT:23(T), TSLA:22(T), SPY:22(T), QQQ:23(T), IWM:20(T), GLD:26(T), SLV:26(T), IBIT:19(T), SNDK:26(T), GOOGL:26(T), META:11(T), AAPL:25(T), AMD:21(T), VNDA:24(T), NFLX:17(T), XLC:19(T), T:15(T), F:19(T), OXY:23(T), PANW:19(T), UNG:10(T), ETHA:19(T)
2026-02-23 19:27:25 +00:00: [Opportunity] Alerts sent: 0 (47 unique today)
2026-02-23 19:27:25 +00:00: [Watchlist] Updated XLP (source: opportunity)
2026-02-23 19:27:25 +00:00: [Watchlist] Updated PYPL (source: opportunity)
2026-02-23 19:27:25 +00:00: [Watchlist] Updated XLF (source: opportunity)
2026-02-23 19:27:25 +00:00: [Watchlist] Updated IBRX (source: opportunity)
2026-02-23 19:27:25 +00:00: [Watchlist] Updated CVNA (source: opportunity)
2026-02-23 19:27:25 +00:00: [Watchlist] Updated PLTR (source: opportunity)
2026-02-23 19:27:25 +00:00: [Watchlist] Skipped NVDA — manual entry protected (attempted by opportunity)
2026-02-23 19:27:25 +00:00: [Watchlist] Updated INTC (source: opportunity)
2026-02-23 19:27:25 +00:00: [Watchlist] Updated MU (source: opportunity)
2026-02-23 19:27:25 +00:00: [Watchlist] Updated XLI (source: opportunity)
2026-02-23 19:27:25 +00:00: [Watchlist] Updated XLU (source: opportunity)
2026-02-23 19:27:25 +00:00: [Watchlist] Updated OPEN (source: opportunity)
2026-02-23 19:27:25 +00:00: [Watchlist] Updated MRNA (source: opportunity)
2026-02-23 19:27:25 +00:00: [Opportunity] Added 13 symbols to Bloodhound watchlist
2026-02-23 19:27:25 +00:00: [Opportunity] Scan complete in 52s. Next scan at 2026-02-23T19:31:33.956Z
2026-02-23 19:31:33 +00:00: 
2026-02-23 19:31:33 +00:00: [Opportunity] ===== SCAN #108 =====
2026-02-23 19:31:33 +00:00: [Opportunity] Time: 2026-02-23T19:31:33.955Z
2026-02-23 19:31:34 +00:00: [Opportunity] VIX: 21.28 (elevated) | SPY: 681.37 (neutral)
2026-02-23 19:31:36 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:44, volume:10, gainers:8, losers:8, nasdaq:2, extremes:2, etf_categories:21]
2026-02-23 19:31:36 +00:00: [Opportunity] Discovery: 50 symbols in 2.0s
2026-02-23 19:31:36 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 19:31:37 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [watchlist,volume_leader,gainer,loser]
2026-02-23 19:31:38 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:31:39 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 19:31:40 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 19:31:41 +00:00: [Opportunity] AMZN: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:31:41 +00:00: [Opportunity] MSFT: Score 65 (TRADEABLE) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 19:31:42 +00:00: [Opportunity] TSLA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:31:43 +00:00: [Opportunity] SPY: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 19:31:44 +00:00: [Opportunity] QQQ: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 19:31:45 +00:00: [Opportunity] IWM: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 19:31:45 +00:00: [Opportunity] NVDA: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,nasdaq_mover]
2026-02-23 19:31:47 +00:00: [Opportunity] BAC: Score 45 (WATCH) - bearish [volume_leader,gainer,loser]
2026-02-23 19:31:47 +00:00: [Opportunity] XLI: Score 70 (HIGH_CONVICTION) - bearish [watchlist,etf_sectors]
2026-02-23 19:31:49 +00:00: [Opportunity] XLC: Score 55 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 19:31:50 +00:00: [Opportunity] USO: Score 40 (WATCH) - bearish [watchlist,etf_commodities]
2026-02-23 19:31:52 +00:00: [Opportunity] UNG: Score 50 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 19:31:52 +00:00: [Opportunity] GLD: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 19:31:53 +00:00: [Opportunity] XLP: Score 90 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 19:31:56 +00:00: [Opportunity] UVXY: Score 45 (WATCH) - bearish [watchlist,etf_volatility]
2026-02-23 19:31:56 +00:00: [Opportunity] SLV: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 19:31:57 +00:00: [Opportunity] XLU: Score 70 (HIGH_CONVICTION) - bullish [watchlist,etf_sectors]
2026-02-23 19:31:58 +00:00: [Opportunity] ETHA: Score 50 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 19:31:59 +00:00: [Opportunity] XLK: Score 45 (WATCH) - bearish [watchlist,etf_sectors]
2026-02-23 19:32:00 +00:00: [Opportunity] XLF: Score 80 (HIGH_CONVICTION) - bearish [watchlist,etf_sectors]
2026-02-23 19:32:01 +00:00: [Opportunity] IBIT: Score 65 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 19:32:01 +00:00: [Opportunity] INTC: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader]
2026-02-23 19:32:02 +00:00: [Opportunity] IBRX: Score 80 (HIGH_CONVICTION) - neutral [watchlist,nasdaq_mover]
2026-02-23 19:32:03 +00:00: [Opportunity] EEM: Score 45 (WATCH) - bullish [watchlist,52wk_extreme]
2026-02-23 19:32:04 +00:00: [Opportunity] XLE: Score 45 (WATCH) - bullish [52wk_extreme,etf_sectors]
2026-02-23 19:32:05 +00:00: [Opportunity] T: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:32:06 +00:00: [Opportunity] VNDA: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:32:07 +00:00: [Opportunity] F: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:32:07 +00:00: [Opportunity] OPEN: Score 70 (HIGH_CONVICTION) - bearish [watchlist]
2026-02-23 19:32:08 +00:00: [Opportunity] SMCI: Score 45 (WATCH) - bearish [watchlist]
2026-02-23 19:32:09 +00:00: [Opportunity] MU: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 19:32:10 +00:00: [Opportunity] OXY: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 19:32:11 +00:00: [Opportunity] CVNA: Score 80 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 19:32:11 +00:00: [Opportunity] SNDK: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:32:12 +00:00: [Opportunity] GOOGL: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:32:13 +00:00: [Opportunity] MRNA: Score 70 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 19:32:14 +00:00: [Opportunity] PANW: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:32:15 +00:00: [Opportunity] META: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 19:32:16 +00:00: [Opportunity] AAPL: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 19:32:16 +00:00: [Opportunity] AMD: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:32:19 +00:00: [Opportunity] VXX: Score 40 (WATCH) - bullish [etf_volatility]
2026-02-23 19:32:21 +00:00: [Opportunity] XLV: Score 30 (WATCH) - bearish [etf_sectors]
2026-02-23 19:32:21 +00:00: [Opportunity] Results: 13 HIGH_CONVICTION, 24 TRADEABLE, 9 WATCH
2026-02-23 19:32:21 +00:00: [OpportunityDB] Saved scan: 50 opportunities, scanId=2305
2026-02-23 19:32:21 +00:00: [Opportunity] Persistence: XLP:20(HC), PYPL:20(HC), XLF:20(HC), IBRX:24(HC), CVNA:20(HC), PLTR:24(HC), NVDA:27(HC), INTC:20(HC), MU:25(HC), XLI:20(HC), XLU:20(HC), OPEN:24(HC), MRNA:24(HC), ORCL:21(T), AMZN:24(T), MSFT:24(T), TSLA:23(T), SPY:23(T), QQQ:24(T), IWM:21(T), GLD:27(T), SLV:27(T), IBIT:20(T), SNDK:27(T), GOOGL:27(T), META:12(T), AAPL:26(T), AMD:22(T), VNDA:25(T), NFLX:18(T), XLC:20(T), T:16(T), F:20(T), OXY:24(T), PANW:20(T), UNG:11(T), ETHA:20(T)
2026-02-23 19:32:21 +00:00: [Opportunity] Alerts sent: 0 (47 unique today)
2026-02-23 19:32:21 +00:00: [Watchlist] Updated XLP (source: opportunity)
2026-02-23 19:32:21 +00:00: [Watchlist] Updated PYPL (source: opportunity)
2026-02-23 19:32:21 +00:00: [Watchlist] Updated XLF (source: opportunity)
2026-02-23 19:32:21 +00:00: [Watchlist] Updated IBRX (source: opportunity)
2026-02-23 19:32:21 +00:00: [Watchlist] Updated CVNA (source: opportunity)
2026-02-23 19:32:21 +00:00: [Watchlist] Updated PLTR (source: opportunity)
2026-02-23 19:32:21 +00:00: [Watchlist] Skipped NVDA — manual entry protected (attempted by opportunity)
2026-02-23 19:32:21 +00:00: [Watchlist] Updated INTC (source: opportunity)
2026-02-23 19:32:21 +00:00: [Watchlist] Updated MU (source: opportunity)
2026-02-23 19:32:21 +00:00: [Watchlist] Updated XLI (source: opportunity)
2026-02-23 19:32:21 +00:00: [Watchlist] Updated XLU (source: opportunity)
2026-02-23 19:32:21 +00:00: [Watchlist] Updated OPEN (source: opportunity)
2026-02-23 19:32:21 +00:00: [Watchlist] Updated MRNA (source: opportunity)
2026-02-23 19:32:21 +00:00: [Opportunity] Added 13 symbols to Bloodhound watchlist
2026-02-23 19:32:21 +00:00: [Opportunity] Scan complete in 48s. Next scan at 2026-02-23T19:36:33.955Z
2026-02-23 19:36:33 +00:00: 
2026-02-23 19:36:33 +00:00: [Opportunity] ===== SCAN #109 =====
2026-02-23 19:36:33 +00:00: [Opportunity] Time: 2026-02-23T19:36:33.955Z
2026-02-23 19:36:34 +00:00: [Opportunity] VIX: 21.41 (elevated) | SPY: 681 (neutral)
2026-02-23 19:36:35 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:44, volume:10, gainers:8, losers:8, nasdaq:2, extremes:2, etf_categories:21]
2026-02-23 19:36:35 +00:00: [Opportunity] Discovery: 50 symbols in 1.3s
2026-02-23 19:36:35 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 19:36:38 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [watchlist,volume_leader,gainer,loser]
2026-02-23 19:36:41 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:36:43 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 19:36:46 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:36:49 +00:00: [Opportunity] AMZN: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:36:53 +00:00: [Opportunity] MSFT: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:36:57 +00:00: [Opportunity] TSLA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:37:03 +00:00: [Opportunity] SPY: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 19:37:07 +00:00: [Opportunity] QQQ: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 19:37:11 +00:00: [Opportunity] IWM: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 19:37:14 +00:00: [Opportunity] NVDA: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,nasdaq_mover]
2026-02-23 19:37:18 +00:00: [Opportunity] BAC: Score 45 (WATCH) - bearish [volume_leader,gainer,loser]
2026-02-23 19:37:20 +00:00: [Opportunity] XLI: Score 70 (HIGH_CONVICTION) - bearish [watchlist,etf_sectors]
2026-02-23 19:37:24 +00:00: [Opportunity] XLC: Score 55 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 19:37:26 +00:00: [Opportunity] USO: Score 40 (WATCH) - bearish [watchlist,etf_commodities]
2026-02-23 19:37:28 +00:00: [Opportunity] UNG: Score 50 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 19:37:37 +00:00: [Opportunity] GLD: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 19:37:40 +00:00: [Opportunity] XLP: Score 90 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 19:37:44 +00:00: [Opportunity] UVXY: Score 45 (WATCH) - bearish [watchlist,etf_volatility]
2026-02-23 19:37:52 +00:00: [Opportunity] SLV: Score 65 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 19:37:54 +00:00: [Opportunity] XLU: Score 70 (HIGH_CONVICTION) - bullish [watchlist,etf_sectors]
2026-02-23 19:37:57 +00:00: [Opportunity] ETHA: Score 50 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 19:38:00 +00:00: [Opportunity] XLK: Score 45 (WATCH) - bearish [watchlist,etf_sectors]
2026-02-23 19:38:03 +00:00: [Opportunity] XLF: Score 80 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 19:38:06 +00:00: [Opportunity] IBIT: Score 65 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 19:38:09 +00:00: [Opportunity] INTC: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader]
2026-02-23 19:38:11 +00:00: [Opportunity] IBRX: Score 80 (HIGH_CONVICTION) - neutral [watchlist,nasdaq_mover]
2026-02-23 19:38:14 +00:00: [Opportunity] EEM: Score 45 (WATCH) - bullish [watchlist,52wk_extreme]
2026-02-23 19:38:19 +00:00: [Opportunity] XLE: Score 45 (WATCH) - bullish [52wk_extreme,etf_sectors]
2026-02-23 19:38:21 +00:00: [Opportunity] T: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:38:23 +00:00: [Opportunity] VNDA: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:38:26 +00:00: [Opportunity] F: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:38:28 +00:00: [Opportunity] OPEN: Score 70 (HIGH_CONVICTION) - bearish [watchlist]
